number_of_qubits,qft_variant,process_fidelity,backend,bootstrap sample size,number bootstrap samples,data file
14,Linear Twine QFT,0.5921593125890874,ibm_boston,20,20,~/Nextcloud/Projects/IBM/qft_experiments/analysis_boston_linear_fowler_non_synchronized_layouting_dd_10-02-2026.json.gz
14,Linear Twine QFT,0.5914082427784354,ibm_boston,20,20,~/Nextcloud/Projects/IBM/qft_experiments/analysis_boston_linear_fowler_non_synchronized_layouting_dd_10-02-2026.json.gz
14,Linear Twine QFT,0.5875183949052551,ibm_boston,20,20,~/Nextcloud/Projects/IBM/qft_experiments/analysis_boston_linear_fowler_non_synchronized_layouting_dd_10-02-2026.json.gz
14,Linear Twine QFT,0.5912717707948514,ibm_boston,20,20,~/Nextcloud/Projects/IBM/qft_experiments/analysis_boston_linear_fowler_non_synchronized_layouting_dd_10-02-2026.json.gz
14,Linear Twine QFT,0.5952966104189839,ibm_boston,20,20,~/Nextcloud/Projects/IBM/qft_experiments/analysis_boston_linear_fowler_non_synchronized_layouting_dd_10-02-2026.json.gz
14,Linear Twine QFT,0.5946990060568208,ibm_boston,20,20,~/Nextcloud/Projects/IBM/qft_experiments/analysis_boston_linear_fowler_non_synchronized_layouting_dd_10-02-2026.json.gz
14,Linear Twine QFT,0.5940077885052086,ibm_boston,20,20,~/Nextcloud/Projects/IBM/qft_experiments/analysis_boston_linear_fowler_non_synchronized_layouting_dd_10-02-2026.json.gz
14,Linear Twine QFT,0.5871590105729895,ibm_boston,20,20,~/Nextcloud/Projects/IBM/qft_experiments/analysis_boston_linear_fowler_non_synchronized_layouting_dd_10-02-2026.json.gz
14,Linear Twine QFT,0.592574708510673,ibm_boston,20,20,~/Nextcloud/Projects/IBM/qft_experiments/analysis_boston_linear_fowler_non_synchronized_layouting_dd_10-02-2026.json.gz
14,Linear Twine QFT,0.5966415579674067,ibm_boston,20,20,~/Nextcloud/Projects/IBM/qft_experiments/analysis_boston_linear_fowler_non_synchronized_layouting_dd_10-02-2026.json.gz
14,Linear Twine QFT,0.5923331438685012,ibm_boston,20,20,~/Nextcloud/Projects/IBM/qft_experiments/analysis_boston_linear_fowler_non_synchronized_layouting_dd_10-02-2026.json.gz
14,Linear Twine QFT,0.5974218407452835,ibm_boston,20,20,~/Nextcloud/Projects/IBM/qft_experiments/analysis_boston_linear_fowler_non_synchronized_layouting_dd_10-02-2026.json.gz
14,Linear Twine QFT,0.5911582500424761,ibm_boston,20,20,~/Nextcloud/Projects/IBM/qft_experiments/analysis_boston_linear_fowler_non_synchronized_layouting_dd_10-02-2026.json.gz
14,Linear Twine QFT,0.5984083027014223,ibm_boston,20,20,~/Nextcloud/Projects/IBM/qft_experiments/analysis_boston_linear_fowler_non_synchronized_layouting_dd_10-02-2026.json.gz
16,Linear Twine QFT,0.5370661356789508,ibm_boston,20,20,~/Nextcloud/Projects/IBM/qft_experiments/analysis_boston_linear_fowler_non_synchronized_layouting_dd_10-02-2026.json.gz
16,Linear Twine QFT,0.5327055118439183,ibm_boston,20,20,~/Nextcloud/Projects/IBM/qft_experiments/analysis_boston_linear_fowler_non_synchronized_layouting_dd_10-02-2026.json.gz
